Area,Ward,Number of schools,School,School URN,Year,Catchment area km2,Total road length in catchment,% of minor roads,Avg elevation,% of catchment in flood-risk zone,Road flood days per year,% of road length flooded at least once,Max flood duration,School population,Absence rate,Persistent absence,Avg lateness,School closure occured,Attainment score,Year-on-year attainment,YY value
West Lindsey,,,Waddingham Primary School,120485,2018,22.27238,75.01,57.8,,2.823915813,,,,83,2.7,,,,79.0%,58.00%,58.00%
West Lindsey,,,Waddingham Primary School,120485,2019,22.27238,75.01,57.8,,2.823915813,,,,76,2.7,0,,,91.0%,15.19%,15.19%
West Lindsey,,,Waddingham Primary School,120485,2013,22.27238,75.01,57.8,,2.823915813,,,,71,4.4,0,,,86.0%,1.18%,1.18%
West Lindsey,,,Waddingham Primary School,120485,2017,22.27238,75.01,57.8,,2.823915813,,,,77,3.7,7.8,,,50.0%,-25.37%,-25.37%
West Lindsey,,,Waddingham Primary School,120485,2016,22.27238,75.01,57.8,,2.823915813,,,,78,3.3,5.2,,,67.0%,-33.00%,-33.00%
West Lindsey,,,Waddingham Primary School,120485,2024,22.27238,75.01,57.8,,2.823915813,8,0.72,,86,4.8,7.6,,,19.0%,-55.81%,-55.81%
West Lindsey,,,Waddingham Primary School,120485,2014,22.27238,75.01,57.8,,2.823915813,,,,71,3.7,0,,,,-100.00%,-100.00%
Calderdale,,,Wainstalls School,140107,2017,1.340436,36.9,54.5,,4.970683047,,,,171,3.3,3.3,,,95%,82.69%,82.69%
Calderdale,,,Wainstalls School,140107,2019,1.340436,36.9,54.5,,4.970683047,,,,196,3.3,3.5,,,92%,13.58%,13.58%
Calderdale,,,Wainstalls School,107493,2013,1.340436,,,,4.970683047,,,,139,5.1,3.3,,,88%,11.39%,11.39%
Calderdale,,,Wainstalls School,140107,2015,1.340436,36.9,54.5,,4.970683047,,,,146,3.8,0,,,94%,9.30%,9.30%
Calderdale,,,Wainstalls School,140107,2024,1.340436,36.9,54.5,,4.970683047,,,,201,3.5,4.4,,,74%,-9.76%,-9.76%
Calderdale,,,Wainstalls School,140107,2018,1.340436,36.9,54.5,,4.970683047,,,,185,3.9,4.9,,,81%,-14.74%,-14.74%
Calderdale,,,Wainstalls School,140107,2016,1.340436,36.9,54.5,,4.970683047,5,0,,159,2.8,2.2,,,52%,-44.68%,-44.68%
Calderdale,,,Walsden St Peter's CE (VC) Primary School,135862,2017,2.385039,,,,0.014669516,,,,173,3.2,4.7,,,71%,144.83%,144.83%
Calderdale,,,Walsden St Peter's CE (VC) Primary School,135862,2015,2.385039,,,,0.014669516,,,,164,3.1,0,,,91%,22.97%,22.97%
Calderdale,,,Walsden St Peter's CE (VC) Primary School,135862,2024,2.385039,,,,0.014669516,,,,173,4.7,11.6,,,65%,20.37%,20.37%
Calderdale,,,Walsden St Peter's CE (VC) Primary School,135862,2019,2.385039,,,,0.014669516,,,,174,3,4,,,68%,13.33%,13.33%
Calderdale,,,Walsden St Peter's CE (VC) Primary School,135862,2013,2.385039,,,,0.014669516,,,,153,3.9,2.3,,,81%,2.53%,2.53%
Calderdale,,,Walsden St Peter's CE (VC) Primary School,135862,2014,2.385039,,,,0.014669516,,,,157,3.1,0,,,74%,-8.64%,-8.64%
Calderdale,,,Walsden St Peter's CE (VC) Primary School,135862,2018,2.385039,,,,0.014669516,,,,173,3.5,4,,,60%,-15.49%,-15.49%
Calderdale,,,Walsden St Peter's CE (VC) Primary School,135862,2016,2.385039,,,,0.014669516,,,,170,3.5,6.3,,,29%,-68.13%,-68.13%
Calderdale,,,Warley Road Primary Academy,146677,2024,1.06476,,,,6.751553666,,,,539,7.1,21.7,,,63%,-5.97%,-5.97%
Calderdale,,,Warley Road Primary School,107494,2018,1.06476,23.84,80.6,,6.751553666,,,,631,4.2,8.5,,,57%,21.28%,21.28%
Calderdale,,,Warley Road Primary School,107494,2019,1.06476,23.84,80.6,,6.751553666,,,,640,4.8,11,,,65%,14.04%,14.04%
Calderdale,,,Warley Road Primary School,107494,2014,1.06476,23.84,80.6,,6.751553666,,,,558,3.4,0.8,,,73%,12.31%,12.31%
Calderdale,,,Warley Road Primary School,107494,2015,1.06476,23.84,80.6,,6.751553666,,,,569,4.1,2.2,,,77%,5.48%,5.48%
Calderdale,,,Warley Road Primary School,107494,2017,1.06476,23.84,80.6,,6.751553666,,,,637,4.1,8.7,,,47%,0.00%,0.00%
Calderdale,,,Warley Road Primary School,107494,2013,1.06476,23.84,80.6,,6.751553666,,,,541,4.5,2.8,,,65%,-13.33%,-13.33%
Calderdale,,,Warley Road Primary School,107494,2016,1.06476,23.84,80.6,,6.751553666,,,,658,3.8,8.7,,,47%,-38.96%,-38.96%
Calderdale,,,Warley Town School,107495,2017,2.358327,16.48,78.3,,1.871171344,,,,138,4.2,8.3,,,68%,19.30%,19.30%
Calderdale,,,Warley Town School,107495,2019,2.358327,16.48,78.3,,1.871171344,,,,143,3.6,7.3,,,75%,10.29%,10.29%
Calderdale,,,Warley Town School,107495,2013,2.358327,16.48,78.3,,1.871171344,,,,108,4.9,4.2,,,93%,6.90%,6.90%
Calderdale,,,Warley Town School,107495,2015,2.358327,16.48,78.3,,1.871171344,,,,128,3.4,0,,,100%,6.38%,6.38%
Calderdale,,,Warley Town School,107495,2014,2.358327,16.48,78.3,,1.871171344,,,,109,2.6,0,,,94%,1.08%,1.08%
Calderdale,,,Warley Town School,107495,2018,2.358327,16.48,78.3,,1.871171344,,,,141,3.5,2.5,,,68%,0.00%,0.00%
Calderdale,,,Warley Town School,107495,2024,2.358327,16.48,78.3,,1.871171344,,,,132,4.9,14.2,,,58%,-3.33%,-3.33%
Calderdale,,,Warley Town School,107495,2016,2.358327,16.48,78.3,,1.871171344,,,,132,3.6,4.4,,,57%,-43.00%,-43.00%
West Lindsey,,,Welton St Mary's Church of England Primary Academy,139187,2018,18.59008,33.23,70.8,,0.138911192,,,,354,2.8,3.7,,,63.0%,26.00%,26.00%
West Lindsey,,,Welton St Mary's Church of England Primary Academy,139187,2019,18.59008,33.23,70.8,,0.138911192,,,,346,3.2,3.2,,,75.0%,19.05%,19.05%
West Lindsey,,,Welton St Mary's Church of England Primary Academy,139187,2024,18.59008,33.23,70.8,,0.138911192,,,,381,4.1,8,,,75.0%,4.17%,4.17%
West Lindsey,,,Welton St Mary's Church of England Primary Academy,139187,2015,18.59008,33.23,70.8,,0.138911192,,,,364,2.6,0,,,82.0%,-9.89%,-9.89%
West Lindsey,,,Welton St Mary's Church of England Primary Academy,139187,2017,18.59008,33.23,70.8,,0.138911192,,,,357,3.1,4,,,50.0%,-20.63%,-20.63%
West Lindsey,,,Welton St Mary's Church of England Primary Academy,139187,2016,18.59008,33.23,70.8,,0.138911192,,,,371,3.1,3.9,,,63.0%,-23.17%,-23.17%
West Lindsey,,,Welton St Mary's Church of England Primary Academy,139187,2013,18.59008,33.23,70.8,,0.138911192,,,,376,,,,,,-100.00%,-100.00%
Calderdale,,,West Vale Academy,145571,2024,3.176357,11.25,49.6,,4.799313912,,,,98,5.4,18,,,75%,29.31%,29.31%
Calderdale,,,West Vale Primary School,107573,2017,3.176357,,,,4.799313912,,,,173,4.2,10.1,,,46%,130.00%,130.00%
Calderdale,,,West Vale Primary School,107573,2013,3.176357,,,,4.799313912,,,,175,4.6,3.2,,,68%,21.43%,21.43%
Calderdale,,,West Vale Primary School,107573,2014,3.176357,,,,4.799313912,,,,182,4.2,2.5,,,80%,17.65%,17.65%
Calderdale,,,West Vale Primary School,107573,2015,3.176357,,,,4.799313912,,,,179,4.4,3.1,,,81%,1.25%,1.25%
Calderdale,,,West Vale Primary School,107573,2018,3.176357,,,,4.799313912,,,,172,4.7,14.5,,,32%,-30.43%,-30.43%
Calderdale,,,West Vale Primary School,107573,2016,3.176357,,,,4.799313912,,,,180,4.4,10.8,,,20%,-75.31%,-75.31%
Calderdale,,,Whitehill Community Academy,136547,2013,,18.39,81.6,,,,,,491,3.5,1,,,79%,11.27%,11.27%
Calderdale,,,Whitehill Community Academy,136547,2015,,18.39,81.6,,,,,,,,,,,86%,10.26%,10.26%
Calderdale,,,Whitehill Community Academy,136547,2019,,18.39,81.6,,,,,,689,3.3,5.5,,,60%,7.14%,7.14%
Calderdale,,,Whitehill Community Academy,136547,2014,,18.39,81.6,,,,,,502,3,1,,,78%,-1.27%,-1.27%
Calderdale,,,Whitehill Community Academy,136547,2018,,18.39,81.6,,,,,,686,3.4,5.1,,,56%,-8.20%,-8.20%
Calderdale,,,Whitehill Community Academy,136547,2024,,18.39,81.6,,,,,,671,5.8,15.4,,,56%,-8.20%,-8.20%
Calderdale,,,Whitehill Community Academy,136547,2017,,18.39,81.6,,,,,,665,3.4,4.8,,,61%,-8.96%,-8.96%
Calderdale,,,Whitehill Community Academy,136547,2016,,18.39,81.6,,,,,,619,3.3,5.4,,,67%,-22.09%,-22.09%
West Lindsey,,,White's Wood Academy,139361,2019,13.85026,11.61,84.4,,12.76794906,,,,216,4.8,15.4,,,52.0%,26.83%,26.83%
West Lindsey,,,White's Wood Academy,139361,2017,13.85026,11.61,84.4,,12.76794906,,,,218,4.8,15.5,,,50.0%,21.95%,21.95%
West Lindsey,,,White's Wood Academy,139361,2018,13.85026,11.61,84.4,,12.76794906,,,,221,4.7,15.9,,,41.0%,-18.00%,-18.00%
West Lindsey,,,White's Wood Academy,139361,2015,13.85026,11.61,84.4,,12.76794906,,,,200,4.2,3.8,,,72.0%,-19.10%,-19.10%
West Lindsey,,,White's Wood Academy,139361,2024,13.85026,11.61,84.4,,12.76794906,,,,206,5.5,14.9,,,36.0%,-29.41%,-29.41%
West Lindsey,,,White's Wood Academy,139361,2016,13.85026,11.61,84.4,,12.76794906,,,,208,4.4,12.2,,,41.0%,-43.06%,-43.06%
West Lindsey,,,Willoughton Primary School,120487,2018,18.00527,43.96,64.4,,1.324866648,,,,57,4.1,8.2,,,50.0%,194.12%,194.12%
West Lindsey,,,Willoughton Primary School,120487,2024,18.00527,43.96,64.4,,1.324866648,,,,49,4.2,10.6,,,54.0%,8.00%,8.00%
West Lindsey,,,Willoughton Primary School,120487,2019,18.00527,43.96,64.4,,1.324866648,,,,60,5.1,8.2,,,40.0%,-20.00%,-20.00%
West Lindsey,,,Willoughton Primary School,120487,2016,18.00527,43.96,64.4,,1.324866648,,,,51,4.1,7.8,,,43.0%,-51.69%,-51.69%
West Lindsey,,,Willoughton Primary School,120487,2017,18.00527,43.96,64.4,,1.324866648,,,,57,3.2,,,,17.0%,-60.47%,-60.47%
West Lindsey,,,Willoughton Primary School,120487,2013,18.00527,43.96,64.4,,1.324866648,,,,49,4.3,,,,,-100.00%,-100.00%
Calderdale,,,Withinfields Primary School,107502,2015,13.89866,24.7,77.9,,0.583341055,,,,342,4.5,1.9,,,80%,60.00%,60.00%
Calderdale,,,Withinfields Primary School,107502,2019,13.89866,24.7,77.9,,0.583341055,,,,378,4,8.6,,,50%,19.05%,19.05%
Calderdale,,,Withinfields Primary School,107502,2013,13.89866,24.7,77.9,,0.583341055,,,,323,5.2,3.1,,,82%,15.49%,15.49%
Calderdale,,,Withinfields Primary School,107502,2017,13.89866,24.7,77.9,,0.583341055,,,,377,4.7,9.6,,,47%,14.63%,14.63%
Calderdale,,,Withinfields Primary School,107502,2024,13.89866,24.7,77.9,,0.583341055,,,,331,5.9,16.3,,,70%,1.45%,1.45%
Calderdale,,,Withinfields Primary School,107502,2018,13.89866,24.7,77.9,,0.583341055,,,,383,4.3,9.3,,,42%,-10.64%,-10.64%
Calderdale,,,Withinfields Primary School,107502,2014,13.89866,24.7,77.9,,0.583341055,,,,317,4,1.3,,,50%,-39.02%,-39.02%
Calderdale,,,Withinfields Primary School,107502,2016,13.89866,24.7,77.9,,0.583341055,,,,358,4.5,8.4,,,41%,-48.75%,-48.75%
Calderdale,,,Woodhouse Primary School,107528,2017,8.856501,16.58,86,,2.600911836,,,,418,2.8,2.2,,,79%,11.27%,11.27%
Calderdale,,,Woodhouse Primary School,107528,2014,8.856501,16.58,86,,2.600911836,,,,414,2.3,0,,,93%,5.68%,5.68%
Calderdale,,,Woodhouse Primary School,107528,2024,8.856501,16.58,86,,2.600911836,,,,420,4,7.5,,,77%,4.05%,4.05%
Calderdale,,,Woodhouse Primary School,107528,2018,8.856501,16.58,86,,2.600911836,,,,418,2.9,2.2,,,80%,1.27%,1.27%
Calderdale,,,Woodhouse Primary School,107528,2013,8.856501,16.58,86,,2.600911836,,,,,,,,,88%,0.00%,0.00%
Calderdale,,,Woodhouse Primary School,107528,2015,8.856501,16.58,86,,2.600911836,,,,,,,,,93%,0.00%,0.00%
Calderdale,,,Woodhouse Primary School,107528,2019,8.856501,16.58,86,,2.600911836,,,,417,2.4,1.7,,,80%,0.00%,0.00%
Calderdale,,,Woodhouse Primary School,107528,2016,8.856501,16.58,86,,2.600911836,5,9.74,,421,2.5,1.4,,,71%,-23.66%,-23.66%
Calderdale,Elland,4,,,2017,,,,,,,,,,,,,,54.11%,42.81%,42.81%
Calderdale,Ovenden,4,,,2017,,,,,,,,,,,,,,43.90%,40.17%,40.17%
Calderdale,Warley,4,,,2017,,,,,,,,,,,,,,44.74%,38.77%,38.77%
Calderdale,Town,2,,,2018,,,,,,,,,,,,,,52.26%,30.91%,30.91%
Calderdale,Rastrick,5,,,2017,,,,,,,,,,,,,,60.10%,28.06%,28.06%
Calderdale,Sowerby Bridge,3,,,2017,,,,,,,,,,,,,,57.42%,25.48%,25.48%
Calderdale,Calder,7,,,2017,,,,,,,,,,,,,,65.58%,25.06%,25.06%
Calderdale,Luddendenfoot,8,,,2017,,,,,,,,,,,,,,67.82%,24.62%,24.62%
Calderdale,Warley,4,,,2018,,,,,,,,,,,,,,55.27%,23.54%,23.54%
Calderdale,Todmorden,6,,,2017,,,,,,,,,,,,,,56.01%,22.96%,22.96%
Calderdale,Hipperholme and Lightcliffe,3,,,2018,,,,,,,,,,,,,,73.42%,21.46%,21.46%
Calderdale,Sowerby Bridge,3,,,2019,,,,,,,,,,,,,,71.73%,21.15%,21.15%
Calderdale,Greetland and Stainland,5,,,2017,,,,,,,,,,,,,,73.24%,19.60%,19.60%
Calderdale,Ryburn,7,,,2017,,,,,,,,,,,,,,69.30%,19.05%,19.05%
Calderdale,Brighouse,4,,,2017,,,,,,,,,,,,,,63.59%,19.04%,19.04%
Calderdale,Park,4,,,2017,,,,,,,,,,,,,,43.55%,14.70%,14.70%
Calderdale,Northowram and Shelf,6,,,2017,,,,,,,,,,,,,,60.87%,14.20%,14.20%
Calderdale,Todmorden,6,,,2019,,,,,,,,,,,,,,64.76%,12.80%,12.80%
Calderdale,Rastrick,5,,,2018,,,,,,,,,,,,,,67.76%,12.75%,12.75%
Calderdale,Park,4,,,2018,,,,,,,,,,,,,,49.05%,12.63%,12.63%
Calderdale,Brighouse,4,,,2023,,,,,,,,,,,,,,67.00%,11.82%,11.82%
Calderdale,Skircoat,6,,,2017,,,,,,,,,,,,,,60.62%,11.52%,11.52%
Calderdale,Illingworth and Mixenden,4,,,2018,,,,,,,,,,,,,,60.41%,11.46%,11.46%
Calderdale,Greetland and Stainland,5,,,2023,,,,,,,,,,,,,,71.62%,11.35%,11.35%
Calderdale,Park,4,,,2019,,,,,,,,,,,,,,54.10%,10.30%,10.30%
Calderdale,Skircoat,6,,,2018,,,,,,,,,,,,,,66.65%,9.95%,9.95%
Calderdale,Sowerby Bridge,3,,,2023,,,,,,,,,,,,,,61.12%,9.32%,9.32%
Calderdale,Luddendenfoot,8,,,2023,,,,,,,,,,,,,,61.39%,7.27%,7.27%
Calderdale,Brighouse,4,,,2019,,,,,,,,,,,,,,70.42%,6.47%,6.47%
Calderdale,Calder,7,,,2019,,,,,,,,,,,,,,66.47%,4.46%,4.46%
Calderdale,Brighouse,4,,,2018,,,,,,,,,,,,,,66.14%,4.01%,4.01%
Calderdale,Town,2,,,2019,,,,,,,,,,,,,,54.26%,3.83%,3.83%
Calderdale,Elland,4,,,2019,,,,,,,,,,,,,,56.57%,3.48%,3.48%
Calderdale,Greetland and Stainland,5,,,2019,,,,,,,,,,,,,,68.94%,3.16%,3.16%
Calderdale,Sowerby Bridge,3,,,2018,,,,,,,,,,,,,,59.21%,3.12%,3.12%
Calderdale,Northowram and Shelf,6,,,2019,,,,,,,,,,,,,,61.61%,3.11%,3.11%
Calderdale,Hipperholme and Lightcliffe,3,,,2023,,,,,,,,,,,,,,57.85%,2.92%,2.92%
Calderdale,Todmorden,6,,,2018,,,,,,,,,,,,,,57.41%,2.50%,2.50%
Calderdale,Skircoat,6,,,2019,,,,,,,,,,,,,,68.13%,2.22%,2.22%
Calderdale,Rastrick,5,,,2023,,,,,,,,,,,,,,57.79%,1.80%,1.80%
Calderdale,Illingworth and Mixenden,4,,,2017,,,,,,,,,,,,,,54.20%,1.75%,1.75%
Calderdale,Park,4,,,2023,,,,,,,,,,,,,,61.80%,1.56%,1.56%
Calderdale,Illingworth and Mixenden,4,,,2019,,,,,,,,,,,,,,61.10%,1.14%,1.14%
Calderdale,Elland,4,,,2018,,,,,,,,,,,,,,54.67%,1.03%,1.03%
Calderdale,Ryburn,7,,,2018,,,,,,,,,,,,,,68.64%,-0.95%,-0.95%
Calderdale,Elland,4,,,2023,,,,,,,,,,,,,,55.98%,-1.03%,-1.03%
Calderdale,Ryburn,7,,,2019,,,,,,,,,,,,,,67.74%,-1.31%,-1.31%
Calderdale,Calder,7,,,2023,,,,,,,,,,,,,,60.74%,-1.75%,-1.75%
Calderdale,Northowram and Shelf,6,,,2018,,,,,,,,,,,,,,59.75%,-1.84%,-1.84%
Calderdale,Hipperholme and Lightcliffe,3,,,2019,,,,,,,,,,,,,,72.02%,-1.91%,-1.91%
Calderdale,Luddendenfoot,8,,,2018,,,,,,,,,,,,,,66.47%,-1.99%,-1.99%
Calderdale,Warley,4,,,2019,,,,,,,,,,,,,,54.04%,-2.23%,-2.23%
Calderdale,Hipperholme and Lightcliffe,3,,,2017,,,,,,,,,,,,,,60.45%,-2.48%,-2.48%
Calderdale,Ovenden,4,,,2018,,,,,,,,,,,,,,42.80%,-2.51%,-2.51%
Calderdale,Town,2,,,2023,,,,,,,,,,,,,,56.43%,-2.79%,-2.79%
Calderdale,Calder,7,,,2018,,,,,,,,,,,,,,63.63%,-2.97%,-2.97%
Calderdale,Rastrick,5,,,2019,,,,,,,,,,,,,,65.31%,-3.62%,-3.62%
Calderdale,Ryburn,7,,,2023,,,,,,,,,,,,,,61.17%,-3.62%,-3.62%
Calderdale,Skircoat,6,,,2023,,,,,,,,,,,,,,56.25%,-4.04%,-4.04%
Calderdale,Luddendenfoot,8,,,2019,,,,,,,,,,,,,,63.78%,-4.05%,-4.05%
Calderdale,Todmorden,6,,,2023,,,,,,,,,,,,,,56.77%,-5.74%,-5.74%
Calderdale,Ovenden,4,,,2019,,,,,,,,,,,,,,40.25%,-5.96%,-5.96%
Calderdale,Northowram and Shelf,6,,,2023,,,,,,,,,,,,,,49.79%,-6.02%,-6.02%
Calderdale,Town,2,,,2017,,,,,,,,,,,,,,39.92%,-7.42%,-7.42%
Calderdale,Illingworth and Mixenden,4,,,2023,,,,,,,,,,,,,,53.18%,-7.71%,-7.71%
Calderdale,Greetland and Stainland,5,,,2018,,,,,,,,,,,,,,66.83%,-8.75%,-8.75%
Calderdale,Warley,4,,,2023,,,,,,,,,,,,,,47.97%,-10.27%,-10.27%
Calderdale,Ovenden,4,,,2023,,,,,,,,,,,,,,45.15%,-16.33%,-16.33%
Calderdale,Brighouse,4,,,2016,,,,,,,,,,,,,,53.42%,,
Calderdale,Calder,7,,,2016,,,,,,,,,,,,,,52.44%,,
Calderdale,Elland,4,,,2016,,,,,,,,,,,,,,37.89%,,
Calderdale,Greetland and Stainland,5,,,2016,,,,,,,,,,,,,,61.24%,,
Calderdale,Hipperholme and Lightcliffe,3,,,2016,,,,,,,,,,,,,,61.99%,,
Calderdale,Illingworth and Mixenden,4,,,2016,,,,,,,,,,,,,,53.27%,,
Calderdale,Luddendenfoot,8,,,2016,,,,,,,,,,,,,,54.42%,,
Calderdale,Northowram and Shelf,6,,,2016,,,,,,,,,,,,,,53.30%,,
Calderdale,Ovenden,4,,,2016,,,,,,,,,,,,,,31.32%,,
Calderdale,Park,4,,,2016,,,,,,,,,,,,,,37.97%,,
Calderdale,Rastrick,5,,,2016,,,,,,,,,,,,,,46.93%,,
Calderdale,Ryburn,7,,,2016,,,,,,,,,,,,,,58.21%,,
Calderdale,Skircoat,6,,,2016,,,,,,,,,,,,,,54.36%,,
Calderdale,Sowerby Bridge,3,,,2016,,,,,,,,,,,,,,45.76%,,
Calderdale,Todmorden,6,,,2016,,,,,,,,,,,,,,45.55%,,
Calderdale,Town,2,,,2016,,,,,,,,,,,,,,43.12%,,
Calderdale,Warley,4,,,2016,,,,,,,,,,,,,,32.24%,,
